stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,stop_url,location_type,parent_station
2931,,"Gyvenvietė B",,54.87004,24.07967,https://www.stops.lt/kaunas/index.html#stop/653,,
2988,,"J. Biliūno g. A",,54.86452,24.09233,https://www.stops.lt/kaunas/index.html#stop/387,,
2989,,"J. Biliūno g. B",,54.86404,24.09309,https://www.stops.lt/kaunas/index.html#stop/384,,
2934,,"Malūnas C",,54.86812,24.08539,https://www.stops.lt/kaunas/index.html#stop/656,,
2933,,"Malūnas D",,54.86756,24.08619,https://www.stops.lt/kaunas/index.html#stop/655,,
2990,,"Seniūnija A",,54.86223,24.09682,https://www.stops.lt/kaunas/index.html#stop/379,,
2991,,"Seniūnija B",,54.86169,24.09761,https://www.stops.lt/kaunas/index.html#stop/353,,
2992,,"Šlienava",,54.86081,24.10838,https://www.stops.lt/kaunas/index.html#stop/348,,
2964,,"A. Mitkaus pagrindinė mokykla A",,54.81578,23.87544,https://www.stops.lt/kaunas/index.html#stop/686,,
2963,,"A. Mitkaus pagrindinė mokykla B",,54.81570,23.87556,https://www.stops.lt/kaunas/index.html#stop/685,,
2965,,"Rinkūnai",,54.81592,23.88428,https://www.stops.lt/kaunas/index.html#stop/687,,
2441,,"VDU Žemės ūkio akademija",,54.89364,23.83487,https://www.stops.lt/kaunas/index.html#stop/120,,
16148,,"LEZ1",,54.94222,24.00768,https://www.stops.lt/kaunas/index.html#stop/916,,
16149,,"LEZ2",,54.94067,24.00993,https://www.stops.lt/kaunas/index.html#stop/917,,
16141,,"LEZ3",,54.93892,24.01219,https://www.stops.lt/kaunas/index.html#stop/915,,
4826,,"Seniava A",,54.85137,23.90708,https://www.stops.lt/kaunas/index.html#stop/857,,
15576,,"Seniava B",,54.85146,23.90711,https://www.stops.lt/kaunas/index.html#stop/858,,
15582,,"Titnago g. A",,54.85061,23.91376,https://www.stops.lt/kaunas/index.html#stop/860,,
15581,,"Titnago g. B",,54.85044,23.91577,https://www.stops.lt/kaunas/index.html#stop/859,,
17385,,"Naujosios Karmėlavos kapinės A",,54.97458,24.04509,https://www.stops.lt/kaunas/index.html#stop/1107,,
16445,,"Naujosios Karmėlavos kapinės B",,54.97449,24.04445,https://www.stops.lt/kaunas/index.html#stop/957,,
16444,,"Pilėnų g. A",,54.97539,24.03768,https://www.stops.lt/kaunas/index.html#stop/956,,
16443,,"Pilėnų g. B",,54.97584,24.03802,https://www.stops.lt/kaunas/index.html#stop/955,,
5207,,"Senosios Karmėlavos kapinės",,54.97171,24.03798,https://www.stops.lt/kaunas/index.html#stop/733,,
14686,,"Tylos g. A",,54.97417,24.05062,https://www.stops.lt/kaunas/index.html#stop/1106,,
17379,,"Tylos g. B",,54.97399,24.05106,https://www.stops.lt/kaunas/index.html#stop/1105,,
2439,,"Universiteto bendrabučiai A",,54.89258,23.82870,https://www.stops.lt/kaunas/index.html#stop/118,,
2438,,"Universiteto bendrabučiai B",,54.89285,23.82858,https://www.stops.lt/kaunas/index.html#stop/117,,
2440,,"Universiteto g.",,54.89145,23.83471,https://www.stops.lt/kaunas/index.html#stop/119,,
17377,,"Vakarinė g.",,54.97302,24.05493,https://www.stops.lt/kaunas/index.html#stop/1104,,
17376,,"Vakarinė g. išlaipinimas",,54.97305,24.05470,https://www.stops.lt/kaunas/index.html#stop/1103,,
17290,,"Voškoniai A",,54.98758,23.94444,https://www.stops.lt/kaunas/index.html#stop/1094,,
16974,,"Romaškiai A",,54.97930,23.93433,https://www.stops.lt/kaunas/index.html#stop/1058,,
16965,,"Romaškiai B",,54.98011,23.93608,https://www.stops.lt/kaunas/index.html#stop/1054,,
16966,,"Voškoniai B",,54.98851,23.94508,https://www.stops.lt/kaunas/index.html#stop/1055,,
17078,,"Tvenkinys",,54.95144,23.77073,https://www.stops.lt/kaunas/index.html#stop/1087,,
16925,,"Vejuonos g.",,54.95077,23.76306,https://www.stops.lt/kaunas/index.html#stop/1046,,
15877,,"Rasos g.",,54.97720,24.08056,https://www.stops.lt/kaunas/index.html#stop/899,,
2962,,"Biblioteka C",,54.81753,23.87377,https://www.stops.lt/kaunas/index.html#stop/684,,
2961,,"Biblioteka D",,54.81703,23.87362,https://www.stops.lt/kaunas/index.html#stop/683,,
2960,,"Garliava A",,54.82218,23.87332,https://www.stops.lt/kaunas/index.html#stop/682,,
2959,,"Garliava B",,54.82143,23.87317,https://www.stops.lt/kaunas/index.html#stop/681,,
2953,,"Jonučiai A",,54.83605,23.87697,https://www.stops.lt/kaunas/index.html#stop/675,,
2952,,"Jonučiai B",,54.83556,23.87652,https://www.stops.lt/kaunas/index.html#stop/674,,
2951,,"Ramybės g. A",,54.84266,23.87947,https://www.stops.lt/kaunas/index.html#stop/673,,
2950,,"Ramybės g. B",,54.84128,23.87866,https://www.stops.lt/kaunas/index.html#stop/672,,
2958,,"Tulpių g. A",,54.82810,23.87402,https://www.stops.lt/kaunas/index.html#stop/680,,
2957,,"Tulpių g. B",,54.82757,23.87355,https://www.stops.lt/kaunas/index.html#stop/679,,
2954,,"Vienybės g. A",,54.83320,23.87587,https://www.stops.lt/kaunas/index.html#stop/676,,
2955,,"Vienybės g. B",,54.83205,23.87522,https://www.stops.lt/kaunas/index.html#stop/677,,
16968,,"Voškonių aikštelė",,54.99101,23.94593,https://www.stops.lt/kaunas/index.html#stop/1056,,
16919,,"Žalgirio g. -1",,54.94919,23.77861,https://www.stops.lt/kaunas/index.html#stop/1024,,
16920,,"Žalgirio g. -2",,54.95008,23.78314,https://www.stops.lt/kaunas/index.html#stop/1027,,
2938,,"Sodininkų bendrija Kaspinas A",,54.87977,24.07924,https://www.stops.lt/kaunas/index.html#stop/660,,
2937,,"Sodininkų bendrija Kaspinas B",,54.87823,24.07779,https://www.stops.lt/kaunas/index.html#stop/659,,
2936,,"Sodininkų bendrija Šaltinis A",,54.87463,24.07305,https://www.stops.lt/kaunas/index.html#stop/658,,
2935,,"Sodininkų bendrija Šaltinis B",,54.87493,24.07367,https://www.stops.lt/kaunas/index.html#stop/657,,
2939,,"Žiegždriai",,54.88564,24.09141,https://www.stops.lt/kaunas/index.html#stop/661,,
2930,,"Žiegždrių kryžkelė A",,54.86937,24.06658,https://www.stops.lt/kaunas/index.html#stop/652,,
2929,,"Žiegždrių kryžkelė B",,54.86964,24.06715,https://www.stops.lt/kaunas/index.html#stop/651,,
17265,,"Giraitės g. A",,54.95972,24.03090,https://www.stops.lt/kaunas/index.html#stop/1093,,
17264,,"Giraitės g. B",,54.95897,24.03151,https://www.stops.lt/kaunas/index.html#stop/1092,,
14320,,"Breslaujos g. A",,54.89691,23.95662,https://www.stops.lt/kaunas/index.html#stop/753,,
2662,,"Breslaujos g. B",,54.89662,23.95643,https://www.stops.lt/kaunas/index.html#stop/371,,
2657,,"6-asis fortas A",,54.90139,23.97273,https://www.stops.lt/kaunas/index.html#stop/366,,
2656,,"6-asis fortas B",,54.90114,23.97219,https://www.stops.lt/kaunas/index.html#stop/365,,
2659,,"Pašilės g. A",,54.90091,23.96656,https://www.stops.lt/kaunas/index.html#stop/368,,
2658,,"Pašilės g. B",,54.90065,23.96673,https://www.stops.lt/kaunas/index.html#stop/367,,
2660,,"Slėnio g. A",,54.89822,23.95772,https://www.stops.lt/kaunas/index.html#stop/369,,
2661,,"Slėnio g. B",,54.89777,23.95717,https://www.stops.lt/kaunas/index.html#stop/370,,
2689,,"Karių kapinės A",,54.87912,23.94904,https://www.stops.lt/kaunas/index.html#stop/408,,
2688,,"Karių kapinės B",,54.88025,23.94869,https://www.stops.lt/kaunas/index.html#stop/407,,
2697,,"Alsėdžių g. A",,54.89067,23.94771,https://www.stops.lt/kaunas/index.html#stop/416,,
14425,,"Alsėdžių g. B",,54.89106,23.94849,https://www.stops.lt/kaunas/index.html#stop/767,,
2696,,"Ašmenos g.",,54.89013,23.94567,https://www.stops.lt/kaunas/index.html#stop/415,,
2698,,"Jašiūnų g.",,54.88731,23.94032,https://www.stops.lt/kaunas/index.html#stop/417,,
2695,,"Kaišiadorių g.",,54.89221,23.95182,https://www.stops.lt/kaunas/index.html#stop/414,,
2687,,"Kauno ligoninė B",,54.87878,23.94568,https://www.stops.lt/kaunas/index.html#stop/406,,
14550,,"Ašmenos 1-oji g. A",,54.88403,23.95060,https://www.stops.lt/kaunas/index.html#stop/777,,
14551,,"Ašmenos 1-oji g. B",,54.88386,23.95011,https://www.stops.lt/kaunas/index.html#stop/778,,
2692,,"Prancūzų g. A",,54.89206,23.95460,https://www.stops.lt/kaunas/index.html#stop/411,,
2693,,"Prancūzų g. B",,54.89232,23.95441,https://www.stops.lt/kaunas/index.html#stop/412,,
2694,,"Verkių g.",,54.89272,23.95364,https://www.stops.lt/kaunas/index.html#stop/413,,
2691,,"Žarėnų g. A",,54.88673,23.95352,https://www.stops.lt/kaunas/index.html#stop/410,,
2690,,"Žarėnų g. B",,54.88647,23.95276,https://www.stops.lt/kaunas/index.html#stop/409,,
5100,,"Bitininkų g. A",,54.87512,23.89811,https://www.stops.lt/kaunas/index.html#stop/707,,
5099,,"Bitininkų g. B",,54.87515,23.89418,https://www.stops.lt/kaunas/index.html#stop/706,,
14919,,"Europos pr. C",,54.87478,23.89248,https://www.stops.lt/kaunas/index.html#stop/83,,
14543,,"M. K. Čiurlionio tiltas A",,54.88046,23.92240,https://www.stops.lt/kaunas/index.html#stop/775,,
14542,,"M. K. Čiurlionio tiltas B",,54.88035,23.92179,https://www.stops.lt/kaunas/index.html#stop/774,,
14546,,"M. K. Čiurlionio tiltas E",,54.87977,23.92296,https://www.stops.lt/kaunas/index.html#stop/776,,
4927,,"Ž. E. Žilibero g. A",,54.87526,23.90480,https://www.stops.lt/kaunas/index.html#stop/232,,
4926,,"Ž. E. Žilibero g. B",,54.87562,23.90243,https://www.stops.lt/kaunas/index.html#stop/233,,
2484,,"Elevatorius A",,54.88604,23.91229,https://www.stops.lt/kaunas/index.html#stop/170,,
2480,,"H. ir O. Minkovskių g. A",,54.89124,23.89741,https://www.stops.lt/kaunas/index.html#stop/166,,
2488,,"M. K. Čiurlionio tiltas C",,54.88152,23.92261,https://www.stops.lt/kaunas/index.html#stop/174,,
2489,,"M. K. Čiurlionio tiltas D",,54.88166,23.92150,https://www.stops.lt/kaunas/index.html#stop/175,,
2436,,"Veiverių g. A",,54.89267,23.89200,https://www.stops.lt/kaunas/index.html#stop/115,,
5113,,"Veiverių g. B",,54.89257,23.89208,https://www.stops.lt/kaunas/index.html#stop/720,,
16169,,"Vilties g. B",,54.87174,23.91565,https://www.stops.lt/kaunas/index.html#stop/161,,
2493,,"Freda A",,54.87111,23.92504,https://www.stops.lt/kaunas/index.html#stop/179,,
2494,,"Freda B",,54.87095,23.92488,https://www.stops.lt/kaunas/index.html#stop/180,,
2495,,"Geležinkelio pervaža A",,54.86387,23.92574,https://www.stops.lt/kaunas/index.html#stop/181,,
2496,,"Geležinkelio pervaža B",,54.86380,23.92556,https://www.stops.lt/kaunas/index.html#stop/182,,
2499,,"Jiesia A",,54.85845,23.92923,https://www.stops.lt/kaunas/index.html#stop/189,,
2500,,"Jiesia B",,54.85879,23.92849,https://www.stops.lt/kaunas/index.html#stop/190,,
2490,,"Piliakalnio g. A",,54.87437,23.92441,https://www.stops.lt/kaunas/index.html#stop/176,,
2491,,"Piliakalnio g. B",,54.87535,23.92320,https://www.stops.lt/kaunas/index.html#stop/177,,
2465,,"2-asis fortas A",,54.85716,23.88517,https://www.stops.lt/kaunas/index.html#stop/147,,
2947,,"2-asis fortas B",,54.85606,23.88406,https://www.stops.lt/kaunas/index.html#stop/669,,
2450,,"Aleksoto poliklinika A",,54.88597,23.89564,https://www.stops.lt/kaunas/index.html#stop/131,,
2451,,"Aleksoto poliklinika B",,54.88517,23.89499,https://www.stops.lt/kaunas/index.html#stop/132,,
2452,,"Europos pr. A",,54.87553,23.89181,https://www.stops.lt/kaunas/index.html#stop/133,,
2453,,"Europos pr. B",,54.87423,23.89082,https://www.stops.lt/kaunas/index.html#stop/134,,
2456,,"Julijanavos g. A",,54.87001,23.88964,https://www.stops.lt/kaunas/index.html#stop/137,,
2457,,"Julijanavos g. B",,54.86829,23.88863,https://www.stops.lt/kaunas/index.html#stop/138,,
2463,,"Lazdijų g. A",,54.86366,23.88728,https://www.stops.lt/kaunas/index.html#stop/145,,
2464,,"Lazdijų g. B",,54.86318,23.88673,https://www.stops.lt/kaunas/index.html#stop/146,,
2454,,"S.Dariaus ir S.Girėno aerodromas",,54.87695,23.89185,https://www.stops.lt/kaunas/index.html#stop/135,,
6193,,"Vytauto Didžiojo tiltas A",,54.89253,23.88934,https://www.stops.lt/kaunas/index.html#stop/748,,
2478,,"Freda C",,54.87517,23.91402,https://www.stops.lt/kaunas/index.html#stop/772,,
2949,,"K. Dulksnio g. A",,54.84788,23.88134,https://www.stops.lt/kaunas/index.html#stop/671,,
2948,,"K. Dulksnio g. B",,54.84722,23.88082,https://www.stops.lt/kaunas/index.html#stop/670,,
4695,,"Sodai A",,54.85023,23.88226,https://www.stops.lt/kaunas/index.html#stop/236,,
4694,,"Sodai B",,54.84962,23.88175,https://www.stops.lt/kaunas/index.html#stop/231,,
2584,,"Amaliai A",,54.89805,24.01519,https://www.stops.lt/kaunas/index.html#stop/288,,
2583,,"Amaliai B",,54.89821,24.01594,https://www.stops.lt/kaunas/index.html#stop/287,,
2582,,"Sodai C",,54.90034,24.01933,https://www.stops.lt/kaunas/index.html#stop/286,,
2581,,"Sodai D",,54.90062,24.02003,https://www.stops.lt/kaunas/index.html#stop/285,,
2579,,"Viržių g. A",,54.90252,24.02343,https://www.stops.lt/kaunas/index.html#stop/347,,
2578,,"Viržių g. B",,54.90245,24.02367,https://www.stops.lt/kaunas/index.html#stop/346,,
2586,,"Kauno keliai A",,54.89417,24.00761,https://www.stops.lt/kaunas/index.html#stop/290,,
2585,,"Kauno keliai B",,54.89407,24.00797,https://www.stops.lt/kaunas/index.html#stop/289,,
14582,,"Avilių g.",,54.86338,23.89792,https://www.stops.lt/kaunas/index.html#stop/781,,
2479,,"Vinčų g. A",,54.87429,23.91450,https://www.stops.lt/kaunas/index.html#stop/164,,
14520,,"Vinčų g. B",,54.87508,23.91225,https://www.stops.lt/kaunas/index.html#stop/163,,
2474,,"Botanikos sodas A",,54.86999,23.91459,https://www.stops.lt/kaunas/index.html#stop/159,,
2475,,"Botanikos sodas B",,54.86956,23.91411,https://www.stops.lt/kaunas/index.html#stop/160,,
2472,,"J. Pabrėžos g. A",,54.86658,23.91111,https://www.stops.lt/kaunas/index.html#stop/157,,
2473,,"J. Pabrėžos g. B",,54.86533,23.91072,https://www.stops.lt/kaunas/index.html#stop/158,,
2470,,"Lekėčių g. A",,54.86080,23.91024,https://www.stops.lt/kaunas/index.html#stop/155,,
2471,,"Lekėčių g. B",,54.86112,23.91014,https://www.stops.lt/kaunas/index.html#stop/156,,
2468,,"Gvazdikų g. A",,54.85724,23.90557,https://www.stops.lt/kaunas/index.html#stop/152,,
2469,,"Gvazdikų g. B",,54.85698,23.90571,https://www.stops.lt/kaunas/index.html#stop/153,,
5035,,"Kiečių g. A",,54.86651,23.89104,https://www.stops.lt/kaunas/index.html#stop/700,,
5036,,"Kiečių g. B",,54.86625,23.89120,https://www.stops.lt/kaunas/index.html#stop/701,,
2466,,"Seniavos pl. A",,54.86314,23.89710,https://www.stops.lt/kaunas/index.html#stop/150,,
2467,,"Seniavos pl. B",,54.86261,23.89779,https://www.stops.lt/kaunas/index.html#stop/151,,
2847,,"E. Ožeškienės g.",,54.89801,23.90242,https://www.stops.lt/kaunas/index.html#stop/567,,
2852,,"Gedimino g. B",,54.89872,23.91988,https://www.stops.lt/kaunas/index.html#stop/572,,
2850,,"L. Sapiegos g.",,54.89924,23.90686,https://www.stops.lt/kaunas/index.html#stop/570,,
2851,,"Studentų skveras",,54.89895,23.91437,https://www.stops.lt/kaunas/index.html#stop/571,,
2855,,"Gedimino g. A",,54.89541,23.92223,https://www.stops.lt/kaunas/index.html#stop/575,,
2853,,"Muzikinis teatras",,54.89607,23.90623,https://www.stops.lt/kaunas/index.html#stop/573,,
2854,,"Nacionalinis Kauno dramos teatras",,54.89578,23.91301,https://www.stops.lt/kaunas/index.html#stop/574,,
2751,,"Dainava A",,54.91153,23.97951,https://www.stops.lt/kaunas/index.html#stop/470,,
2750,,"Dainava B",,54.91132,23.98008,https://www.stops.lt/kaunas/index.html#stop/469,,
2752,,"Draugystės žiedas D",,54.91156,23.97578,https://www.stops.lt/kaunas/index.html#stop/471,,
2732,,"Draugystės parkas C",,54.91633,23.97349,https://www.stops.lt/kaunas/index.html#stop/451,,
2733,,"Draugystės parkas D",,54.91591,23.97345,https://www.stops.lt/kaunas/index.html#stop/452,,
2726,,"Turgavietė A",,54.91974,23.96947,https://www.stops.lt/kaunas/index.html#stop/445,,
2727,,"Turgavietė B",,54.92106,23.96717,https://www.stops.lt/kaunas/index.html#stop/446,,
2639,,"Biruliškės A",,54.92989,23.99430,https://www.stops.lt/kaunas/index.html#stop/282,,
2640,,"Biruliškės B",,54.92990,23.99332,https://www.stops.lt/kaunas/index.html#stop/283,,
2647,,"Muravos pievos A",,54.92787,23.97698,https://www.stops.lt/kaunas/index.html#stop/356,,
2648,,"Muravos pievos B",,54.92834,23.97844,https://www.stops.lt/kaunas/index.html#stop/357,,
2642,,"Parduotuvė A",,54.93067,23.98654,https://www.stops.lt/kaunas/index.html#stop/350,,
2641,,"Parduotuvė B",,54.93054,23.98777,https://www.stops.lt/kaunas/index.html#stop/349,,
4370,,"Partizanų g. A",,54.92648,23.99924,https://www.stops.lt/kaunas/index.html#stop/6,,
4371,,"Partizanų g. B",,54.92604,23.99871,https://www.stops.lt/kaunas/index.html#stop/8,,
4419,,"Partizanų g. C",,54.92658,23.99897,https://www.stops.lt/kaunas/index.html#stop/186,,
2651,,"Kauno kolegija A",,54.91951,23.98334,https://www.stops.lt/kaunas/index.html#stop/360,,
2652,,"Kauno kolegija B",,54.92135,23.98100,https://www.stops.lt/kaunas/index.html#stop/361,,
2650,,"Pramonės pr. A",,54.92401,23.97828,https://www.stops.lt/kaunas/index.html#stop/359,,
2649,,"Pramonės pr. B",,54.92525,23.97604,https://www.stops.lt/kaunas/index.html#stop/358,,
2653,,"Taikos pr. D",,54.91762,23.98366,https://www.stops.lt/kaunas/index.html#stop/362,,
5049,,"Urmas A",,54.91483,23.98526,https://www.stops.lt/kaunas/index.html#stop/703,,
2622,,"Urmas B",,54.91537,23.98573,https://www.stops.lt/kaunas/index.html#stop/328,,
2734,,"Draugystės žiedas A",,54.91374,23.97556,https://www.stops.lt/kaunas/index.html#stop/453,,
2735,,"Draugystės žiedas B",,54.91391,23.97720,https://www.stops.lt/kaunas/index.html#stop/454,,
2654,,"Trys berželiai A",,54.91534,23.98015,https://www.stops.lt/kaunas/index.html#stop/363,,
2655,,"Trys berželiai B",,54.91499,23.98007,https://www.stops.lt/kaunas/index.html#stop/364,,
2739,,"Birželio 23-iosios g. A",,54.91524,23.95924,https://www.stops.lt/kaunas/index.html#stop/458,,
2738,,"Birželio 23-iosios g. B",,54.91498,23.95846,https://www.stops.lt/kaunas/index.html#stop/457,,
2737,,"Draugystės parkas A",,54.91656,23.96531,https://www.stops.lt/kaunas/index.html#stop/456,,
2736,,"Draugystės parkas B",,54.91630,23.96553,https://www.stops.lt/kaunas/index.html#stop/455,,
2645,,"Kauno saulėtekis A",,54.92495,23.98382,https://www.stops.lt/kaunas/index.html#stop/354,,
2646,,"Kauno saulėtekis B",,54.92445,23.98293,https://www.stops.lt/kaunas/index.html#stop/355,,
2729,,"Kovo 11-osios g.",,54.91964,23.97206,https://www.stops.lt/kaunas/index.html#stop/448,,
2728,,"Rėda",,54.91827,23.96884,https://www.stops.lt/kaunas/index.html#stop/447,,
2643,,"Technologijų mokymo centras A",,54.92554,23.99306,https://www.stops.lt/kaunas/index.html#stop/351,,
2644,,"Technologijų mokymo centras B",,54.92532,23.99419,https://www.stops.lt/kaunas/index.html#stop/352,,
2731,,"V. Krėvės pr. A",,54.92152,23.97613,https://www.stops.lt/kaunas/index.html#stop/450,,
2730,,"V. Krėvės pr. B",,54.92061,23.97455,https://www.stops.lt/kaunas/index.html#stop/449,,
14795,,"Pėsčiųjų tiltas A",,54.93398,23.92958,https://www.stops.lt/kaunas/index.html#stop/790,,
4383,,"Pilėnų progimnazija A",,54.93389,23.93359,https://www.stops.lt/kaunas/index.html#stop/121,,
4382,,"Pilėnų progimnazija B",,54.93376,23.93446,https://www.stops.lt/kaunas/index.html#stop/124,,
2796,,"Šiaurės pr. A",,54.92942,23.92714,https://www.stops.lt/kaunas/index.html#stop/515,,
4381,,"Šiaurės pr. B",,54.93049,23.92688,https://www.stops.lt/kaunas/index.html#stop/697,,
2786,,"Islandijos pl. A",,54.93345,23.94402,https://www.stops.lt/kaunas/index.html#stop/505,,
2791,,"Čečėnijos aikštė A",,54.92545,23.94754,https://www.stops.lt/kaunas/index.html#stop/510,,
2790,,"Čečėnijos aikštė B",,54.92579,23.94823,https://www.stops.lt/kaunas/index.html#stop/509,,
2704,,"Pakraščio g. A",,54.92487,23.96102,https://www.stops.lt/kaunas/index.html#stop/423,,
2703,,"Pakraščio g. B",,54.92443,23.96239,https://www.stops.lt/kaunas/index.html#stop/422,,
2782,,"V. Landsbergio-Žemkalnio g. A",,54.92623,23.95598,https://www.stops.lt/kaunas/index.html#stop/501,,
2783,,"V. Landsbergio-Žemkalnio g. B",,54.92644,23.95390,https://www.stops.lt/kaunas/index.html#stop/502,,
2789,,"Eiguliai A",,54.92761,23.94266,https://www.stops.lt/kaunas/index.html#stop/508,,
2788,,"Eiguliai B",,54.92822,23.94310,https://www.stops.lt/kaunas/index.html#stop/507,,
2787,,"S. Žukausko g. C",,54.92997,23.94265,https://www.stops.lt/kaunas/index.html#stop/506,,
2793,,"Ašigalio g. A",,54.93152,23.93708,https://www.stops.lt/kaunas/index.html#stop/512,,
2792,,"Ašigalio g. B",,54.93118,23.93666,https://www.stops.lt/kaunas/index.html#stop/511,,
2785,,"K. Škirpos g.",,54.93119,23.94522,https://www.stops.lt/kaunas/index.html#stop/504,,
2778,,"Martyno Mažvydo progimnazija A",,54.93116,23.95461,https://www.stops.lt/kaunas/index.html#stop/497,,
2777,,"Martyno Mažvydo progimnazija B",,54.93086,23.95702,https://www.stops.lt/kaunas/index.html#stop/496,,
2784,,"P. Plechavičiaus g. A",,54.93140,23.94842,https://www.stops.lt/kaunas/index.html#stop/503,,
2879,,"P. Plechavičiaus g. B",,54.93104,23.94974,https://www.stops.lt/kaunas/index.html#stop/601,,
14424,,"S. Žukausko g. A",,54.93161,23.94081,https://www.stops.lt/kaunas/index.html#stop/766,,
2776,,"Šiaurinė A",,54.93097,23.96394,https://www.stops.lt/kaunas/index.html#stop/495,,
2775,,"Šiaurinė B",,54.93063,23.96535,https://www.stops.lt/kaunas/index.html#stop/494,,
2795,,"Ukmergės g. A",,54.92983,23.93099,https://www.stops.lt/kaunas/index.html#stop/514,,
2794,,"Ukmergės g. B",,54.92991,23.93222,https://www.stops.lt/kaunas/index.html#stop/513,,
2802,,"Akių klinika A",,54.91727,23.92611,https://www.stops.lt/kaunas/index.html#stop/521,,
2801,,"Akių klinika B",,54.91715,23.92653,https://www.stops.lt/kaunas/index.html#stop/520,,
2798,,"Topolis A",,54.92602,23.92862,https://www.stops.lt/kaunas/index.html#stop/517,,
2797,,"Topolis B",,54.92541,23.92895,https://www.stops.lt/kaunas/index.html#stop/516,,
2800,,"Žeimenos g. A",,54.92260,23.92812,https://www.stops.lt/kaunas/index.html#stop/519,,
2799,,"Žeimenos g. B",,54.92241,23.92849,https://www.stops.lt/kaunas/index.html#stop/518,,
2779,,"Martyno Mažvydo progimnazija C",,54.92993,23.95536,https://www.stops.lt/kaunas/index.html#stop/498,,
2780,,"V. Landsbergio-Žemkalnio g. D",,54.92706,23.95532,https://www.stops.lt/kaunas/index.html#stop/499,,
2670,,"Kaunakiemio g.",,54.88556,23.92516,https://www.stops.lt/kaunas/index.html#stop/380,,
2669,,"Geležinkelio stotis C",,54.88786,23.93310,https://www.stops.lt/kaunas/index.html#stop/378,,
2668,,"Geležinkelio stotis D",,54.88729,23.93227,https://www.stops.lt/kaunas/index.html#stop/377,,
2664,,"Dainų slėnis A",,54.89397,23.94298,https://www.stops.lt/kaunas/index.html#stop/373,,
2663,,"Dainų slėnis B",,54.89392,23.94332,https://www.stops.lt/kaunas/index.html#stop/372,,
2665,,"Viadukas A",,54.89074,23.93913,https://www.stops.lt/kaunas/index.html#stop/374,,
2666,,"Viadukas B",,54.89064,23.93957,https://www.stops.lt/kaunas/index.html#stop/375,,
2860,,"Autobusų stotis A",,54.88917,23.92744,https://www.stops.lt/kaunas/index.html#stop/580,,
2861,,"Autobusų stotis B",,54.88910,23.92723,https://www.stops.lt/kaunas/index.html#stop/581,,
2667,,"Geležinkelio stotis A",,54.88740,23.93028,https://www.stops.lt/kaunas/index.html#stop/376,,
2862,,"Geležinkelio stotis B",,54.88798,23.92892,https://www.stops.lt/kaunas/index.html#stop/582,,
14349,,"Griunvaldo g. A",,54.89229,23.92507,https://www.stops.lt/kaunas/index.html#stop/761,,
2859,,"Griunvaldo g. B",,54.89162,23.92477,https://www.stops.lt/kaunas/index.html#stop/579,,
2858,,"Kęstučio g. A",,54.89591,23.92538,https://www.stops.lt/kaunas/index.html#stop/578,,
2856,,"Kęstučio g. B",,54.89552,23.92498,https://www.stops.lt/kaunas/index.html#stop/576,,
2762,,"Studentų g. A",,54.90724,23.95224,https://www.stops.lt/kaunas/index.html#stop/481,,
2761,,"Studentų g. B",,54.90823,23.95390,https://www.stops.lt/kaunas/index.html#stop/480,,
2760,,"Taikos pr. A",,54.91019,23.95577,https://www.stops.lt/kaunas/index.html#stop/479,,
2759,,"Taikos pr. B",,54.91011,23.95601,https://www.stops.lt/kaunas/index.html#stop/478,,
2763,,"Zoologijos sodas B",,54.90492,23.94911,https://www.stops.lt/kaunas/index.html#stop/482,,
2757,,"Girstutis D",,54.90525,23.97563,https://www.stops.lt/kaunas/index.html#stop/476,,
2756,,"Girstutis A",,54.90465,23.97371,https://www.stops.lt/kaunas/index.html#stop/475,,
2755,,"Girstutis B",,54.90588,23.97396,https://www.stops.lt/kaunas/index.html#stop/474,,
2754,,"Kovo 11-osios gimnazija A",,54.90962,23.97367,https://www.stops.lt/kaunas/index.html#stop/473,,
2753,,"Kovo 11-osios gimnazija B",,54.91034,23.97388,https://www.stops.lt/kaunas/index.html#stop/472,,
2758,,"Vienybės g. D",,54.90264,23.97395,https://www.stops.lt/kaunas/index.html#stop/477,,
2747,,"A. Baranausko g. A",,54.91223,23.95234,https://www.stops.lt/kaunas/index.html#stop/466,,
2746,,"A. Baranausko g. B",,54.91185,23.95228,https://www.stops.lt/kaunas/index.html#stop/465,,
2748,,"Gražinos g.",,54.91173,23.94830,https://www.stops.lt/kaunas/index.html#stop/467,,
2749,,"J. Basanavičiaus al.",,54.91110,23.94409,https://www.stops.lt/kaunas/index.html#stop/468,,
2743,,"Simono Daukanto progimnazija A",,54.91194,23.96670,https://www.stops.lt/kaunas/index.html#stop/462,,
2742,,"Simono Daukanto progimnazija B",,54.91161,23.96735,https://www.stops.lt/kaunas/index.html#stop/461,,
2745,,"Vyturio gimnazija A",,54.91238,23.95883,https://www.stops.lt/kaunas/index.html#stop/464,,
2744,,"Vyturio gimnazija B",,54.91198,23.96112,https://www.stops.lt/kaunas/index.html#stop/463,,
2769,,"Gėlių Rato g. A",,54.90239,23.93977,https://www.stops.lt/kaunas/index.html#stop/488,,
2770,,"Gėlių Rato g. B",,54.90176,23.93738,https://www.stops.lt/kaunas/index.html#stop/489,,
